Sr. No,Image,Object_Class,Confidence
2724,38157.png,tie,tensor(0.85742)
2724,38157.png,person,tensor(0.81505)
2726,58609.png,sheep,tensor(0.77591)
2726,58609.png,bird,tensor(0.64265)
2726,58609.png,cow,tensor(0.52880)
2728,40159.png,person,tensor(0.77943)
2728,40159.png,person,tensor(0.74312)
2729,49127.png,person,tensor(0.89680)
2729,49127.png,bed,tensor(0.65051)
2730,59287.png,person,tensor(0.85715)
2731,65139.png,person,tensor(0.51649)
2734,07291.png,tie,tensor(0.88770)
2734,07291.png,person,tensor(0.74135)
2736,40852.png,person,tensor(0.76633)
2736,40852.png,refrigerator,tensor(0.63962)
2737,93478.png,horse,tensor(0.59925)
2738,91680.png,person,tensor(0.54613)
2743,50927.png,person,tensor(0.78866)
2743,50927.png,person,tensor(0.76742)
2745,86457.png,person,tensor(0.85830)
2747,91358.png,person,tensor(0.83548)
2748,16439.png,donut,tensor(0.52730)
2749,18750.png,cake,tensor(0.65428)
2749,18750.png,cake,tensor(0.55898)
2749,18750.png,cake,tensor(0.50558)
2750,78659.png,orange,tensor(0.68064)
2751,92370.png,person,tensor(0.51332)
2753,59063.png,person,tensor(0.81608)
2753,59063.png,person,tensor(0.65183)
2753,59063.png,tie,tensor(0.62384)
2753,59063.png,person,tensor(0.55909)
2754,80251.png,person,tensor(0.74418)
2754,80251.png,person,tensor(0.57234)
2755,75821.png,person,tensor(0.63748)
2760,70539.png,tie,tensor(0.80054)
2760,70539.png,person,tensor(0.70343)
2763,63172.png,person,tensor(0.56339)
2765,38156.png,person,tensor(0.75351)
2766,17358.png,bird,tensor(0.57695)
2767,67054.png,person,tensor(0.75750)
2768,52304.png,person,tensor(0.73725)
2768,52304.png,person,tensor(0.72531)
2768,52304.png,kite,tensor(0.71992)
2768,52304.png,person,tensor(0.70605)
2768,52304.png,person,tensor(0.64162)
2768,52304.png,person,tensor(0.63845)
2768,52304.png,person,tensor(0.57298)
2769,16895.png,person,tensor(0.85365)
2772,71360.png,person,tensor(0.82554)
2772,71360.png,person,tensor(0.73717)
2773,84790.png,person,tensor(0.89408)
2773,84790.png,person,tensor(0.81938)
2773,84790.png,person,tensor(0.81325)
2773,84790.png,person,tensor(0.77880)
2773,84790.png,person,tensor(0.75447)
2773,84790.png,tie,tensor(0.73141)
2773,84790.png,cell phone,tensor(0.70580)
2773,84790.png,person,tensor(0.70162)
2773,84790.png,person,tensor(0.55487)
2775,01874.png,person,tensor(0.65363)
2776,58426.png,person,tensor(0.59860)
2776,58426.png,baseball glove,tensor(0.50383)
2778,85132.png,person,tensor(0.85806)
2778,85132.png,person,tensor(0.50789)
2779,59261.png,person,tensor(0.52684)
2780,76293.png,person,tensor(0.58913)
2781,96781.png,person,tensor(0.78654)
2781,96781.png,person,tensor(0.65337)
2781,96781.png,person,tensor(0.54647)
2781,96781.png,person,tensor(0.53848)
2783,51682.png,person,tensor(0.67006)
2785,95014.png,person,tensor(0.88738)
2785,95014.png,person,tensor(0.85698)
2785,95014.png,person,tensor(0.63031)
2787,52798.png,person,tensor(0.51503)
2788,16540.png,tie,tensor(0.92031)
2788,16540.png,person,tensor(0.59927)
2788,16540.png,person,tensor(0.58950)
2788,16540.png,person,tensor(0.57757)
2789,37180.png,person,tensor(0.67179)
2789,37180.png,person,tensor(0.64976)
2790,04567.png,person,tensor(0.58805)
2791,13528.png,sports ball,tensor(0.89549)
2791,13528.png,sports ball,tensor(0.78514)
2791,13528.png,person,tensor(0.65663)
2791,13528.png,person,tensor(0.58593)
2792,41856.png,cat,tensor(0.73928)
2794,04278.png,person,tensor(0.50219)
2795,13870.png,person,tensor(0.73820)
2796,21598.png,person,tensor(0.91199)
2796,21598.png,person,tensor(0.85095)
2796,21598.png,person,tensor(0.84665)
2796,21598.png,person,tensor(0.82313)
2796,21598.png,person,tensor(0.82030)
2796,21598.png,person,tensor(0.81639)
2796,21598.png,bicycle,tensor(0.79806)
2796,21598.png,bicycle,tensor(0.77868)
2796,21598.png,person,tensor(0.69882)
2796,21598.png,person,tensor(0.62794)
2796,21598.png,person,tensor(0.57960)
2796,21598.png,person,tensor(0.55271)
2796,21598.png,kite,tensor(0.53348)
2796,21598.png,kite,tensor(0.52044)
2797,08679.png,person,tensor(0.83605)
2797,08679.png,person,tensor(0.77186)
2797,08679.png,person,tensor(0.63796)
2798,70496.png,zebra,tensor(0.53884)
2799,63920.png,person,tensor(0.72045)
2800,10398.png,person,tensor(0.93120)
2800,10398.png,person,tensor(0.91869)
2800,10398.png,person,tensor(0.59530)
2800,10398.png,bird,tensor(0.52933)
2801,34189.png,person,tensor(0.69684)
2801,34189.png,person,tensor(0.50799)
2803,06471.png,person,tensor(0.90357)
2803,06471.png,person,tensor(0.84764)
2803,06471.png,tie,tensor(0.72181)
2803,06471.png,person,tensor(0.70384)
2803,06471.png,person,tensor(0.69747)
2804,28395.png,bird,tensor(0.87159)
2804,28395.png,bird,tensor(0.86434)
2804,28395.png,bear,tensor(0.64607)
2806,71925.png,person,tensor(0.55911)
2810,96802.png,person,tensor(0.70241)
2811,71365.png,person,tensor(0.51919)
2812,36210.png,person,tensor(0.93667)
2812,36210.png,tie,tensor(0.83684)
2812,36210.png,person,tensor(0.83599)
2813,48016.png,person,tensor(0.64643)
2813,48016.png,person,tensor(0.59834)
2814,05734.png,person,tensor(0.90241)
2814,05734.png,bear,tensor(0.66087)
2815,85743.png,tie,tensor(0.83140)
2816,02475.png,person,tensor(0.77460)
2816,02475.png,person,tensor(0.74026)
2816,02475.png,chair,tensor(0.63065)
2816,02475.png,dog,tensor(0.58791)
2818,19342.png,tie,tensor(0.85635)
2818,19342.png,tie,tensor(0.68955)
2818,19342.png,person,tensor(0.66622)
2818,19342.png,person,tensor(0.66434)
2822,05962.png,person,tensor(0.60545)
2823,94021.png,hot dog,tensor(0.83934)
2823,94021.png,hot dog,tensor(0.77679)
2823,94021.png,hot dog,tensor(0.74290)
2823,94021.png,hot dog,tensor(0.74255)
2823,94021.png,hot dog,tensor(0.73328)
2823,94021.png,hot dog,tensor(0.73260)
2823,94021.png,hot dog,tensor(0.72857)
2823,94021.png,hot dog,tensor(0.66490)
2823,94021.png,hot dog,tensor(0.63808)
2823,94021.png,hot dog,tensor(0.62747)
2823,94021.png,hot dog,tensor(0.61127)
2823,94021.png,hot dog,tensor(0.60142)
2823,94021.png,hot dog,tensor(0.59387)
2823,94021.png,baseball glove,tensor(0.58828)
2823,94021.png,hot dog,tensor(0.57371)
2823,94021.png,hot dog,tensor(0.56332)
2823,94021.png,hot dog,tensor(0.55926)
2823,94021.png,hot dog,tensor(0.55506)
2823,94021.png,hot dog,tensor(0.55415)
2823,94021.png,hot dog,tensor(0.50529)
2824,28146.png,person,tensor(0.68923)
2825,30561.png,tie,tensor(0.81286)
2825,30561.png,person,tensor(0.78152)
2826,56891.png,person,tensor(0.64053)
2827,59408.png,cup,tensor(0.85660)
2827,59408.png,person,tensor(0.68115)
2827,59408.png,cup,tensor(0.63725)
2828,47136.png,person,tensor(0.77013)
2828,47136.png,person,tensor(0.66081)
2829,21780.png,person,tensor(0.50810)
2830,13572.png,laptop,tensor(0.82224)
2830,13572.png,person,tensor(0.66853)
2831,59231.png,cell phone,tensor(0.70347)
2831,59231.png,person,tensor(0.58711)
2832,07168.png,person,tensor(0.91499)
2832,07168.png,person,tensor(0.84016)
2832,07168.png,person,tensor(0.82588)
2832,07168.png,person,tensor(0.79415)
2833,67801.png,person,tensor(0.64923)
2834,70529.png,person,tensor(0.59684)
2839,35642.png,person,tensor(0.56022)
2840,43506.png,person,tensor(0.64769)
2840,43506.png,person,tensor(0.59463)
2842,78459.png,person,tensor(0.50095)
2843,32489.png,person,tensor(0.73107)
2844,19530.png,person,tensor(0.62800)
2845,86052.png,person,tensor(0.54373)
2846,93671.png,person,tensor(0.83578)
2847,20859.png,person,tensor(0.67037)
2847,20859.png,person,tensor(0.65670)
2847,20859.png,person,tensor(0.60857)
2847,20859.png,person,tensor(0.52832)
2847,20859.png,person,tensor(0.51611)
2848,73561.png,person,tensor(0.92812)
2848,73561.png,person,tensor(0.62634)
2849,09824.png,dog,tensor(0.54546)
2850,97051.png,cup,tensor(0.74330)
2852,36049.png,person,tensor(0.77690)
2852,36049.png,person,tensor(0.77534)
2852,36049.png,cell phone,tensor(0.74288)
2852,36049.png,tie,tensor(0.67273)
2852,36049.png,person,tensor(0.61757)
2854,58071.png,person,tensor(0.68419)
2856,57348.png,person,tensor(0.72671)
2857,29054.png,person,tensor(0.89335)
2857,29054.png,person,tensor(0.84293)
2858,73945.png,person,tensor(0.79277)
2863,74016.png,person,tensor(0.87815)
2863,74016.png,person,tensor(0.78185)
2863,74016.png,person,tensor(0.73391)
2863,74016.png,sports ball,tensor(0.63728)
2863,74016.png,person,tensor(0.62381)
2863,74016.png,horse,tensor(0.61633)
2863,74016.png,motorcycle,tensor(0.61300)
2863,74016.png,person,tensor(0.60452)
2864,12876.png,person,tensor(0.58944)
2866,53108.png,person,tensor(0.51328)
2870,43609.png,person,tensor(0.71440)
2872,17630.png,dog,tensor(0.51632)
2873,28613.png,person,tensor(0.58371)
2873,28613.png,frisbee,tensor(0.50382)
2879,25483.png,person,tensor(0.61326)
2880,74103.png,person,tensor(0.70574)
2881,08132.png,person,tensor(0.89802)
2881,08132.png,person,tensor(0.71263)
2881,08132.png,person,tensor(0.60957)
2881,08132.png,tie,tensor(0.56049)
2882,20854.png,car,tensor(0.89760)
2882,20854.png,car,tensor(0.72605)
2882,20854.png,car,tensor(0.58859)
2882,20854.png,car,tensor(0.51665)
2883,29873.png,person,tensor(0.66438)
2883,29873.png,tie,tensor(0.63121)
2883,29873.png,person,tensor(0.61186)
2883,29873.png,person,tensor(0.50874)
2884,10785.png,person,tensor(0.65138)
2885,63092.png,person,tensor(0.65348)
2888,01953.png,person,tensor(0.86256)
2888,01953.png,person,tensor(0.82780)
2888,01953.png,person,tensor(0.79083)
2888,01953.png,person,tensor(0.67006)
2888,01953.png,tv,tensor(0.64625)
2888,01953.png,person,tensor(0.63266)
2888,01953.png,handbag,tensor(0.51526)
2890,56089.png,person,tensor(0.91182)
2890,56089.png,person,tensor(0.79031)
2890,56089.png,person,tensor(0.77329)
2891,97860.png,person,tensor(0.62782)
2891,97860.png,cell phone,tensor(0.60176)
2894,84907.png,cat,tensor(0.58343)
2896,37084.png,person,tensor(0.76629)
2896,37084.png,person,tensor(0.75948)
2896,37084.png,person,tensor(0.71960)
2896,37084.png,person,tensor(0.69303)
2896,37084.png,person,tensor(0.68943)
2896,37084.png,person,tensor(0.64689)
2896,37084.png,person,tensor(0.64493)
2897,27430.png,person,tensor(0.64270)
2899,65917.png,person,tensor(0.90427)
2899,65917.png,person,tensor(0.66631)
2899,65917.png,person,tensor(0.61119)
2899,65917.png,person,tensor(0.55527)
2901,90382.png,laptop,tensor(0.92053)
2901,90382.png,person,tensor(0.84552)
2901,90382.png,remote,tensor(0.70331)
2903,48612.png,person,tensor(0.73410)
2903,48612.png,person,tensor(0.72800)
2904,12690.png,person,tensor(0.75125)
2905,05916.png,cell phone,tensor(0.77065)
2905,05916.png,tie,tensor(0.59729)
2905,05916.png,person,tensor(0.54947)
2906,46153.png,person,tensor(0.89571)
2906,46153.png,person,tensor(0.84126)
2906,46153.png,person,tensor(0.65299)
2908,92317.png,person,tensor(0.58306)
2908,92317.png,umbrella,tensor(0.55090)
2912,98526.png,person,tensor(0.76818)
2912,98526.png,person,tensor(0.61307)
2913,14072.png,person,tensor(0.78027)
2916,63718.png,person,tensor(0.55351)
2917,35298.png,carrot,tensor(0.56980)
2917,35298.png,carrot,tensor(0.55203)
2918,37546.png,person,tensor(0.89994)
2918,37546.png,person,tensor(0.72779)
2920,67025.png,person,tensor(0.89384)
2920,67025.png,person,tensor(0.85193)
2921,85094.png,person,tensor(0.81660)
2921,85094.png,person,tensor(0.80338)
2921,85094.png,person,tensor(0.74582)
2921,85094.png,tie,tensor(0.58509)
2923,86795.png,person,tensor(0.64719)
2924,17356.png,person,tensor(0.89779)
2924,17356.png,person,tensor(0.89775)
2924,17356.png,person,tensor(0.87900)
2924,17356.png,person,tensor(0.74079)
2925,80576.png,person,tensor(0.50779)
2928,57319.png,cup,tensor(0.79813)
2928,57319.png,person,tensor(0.71869)
2929,89320.png,person,tensor(0.81153)
2930,58213.png,person,tensor(0.89165)
2930,58213.png,person,tensor(0.84841)
2930,58213.png,person,tensor(0.83589)
2930,58213.png,person,tensor(0.76221)
2930,58213.png,person,tensor(0.70352)
2930,58213.png,person,tensor(0.66911)
2930,58213.png,person,tensor(0.54629)
2931,53941.png,tie,tensor(0.61596)
2931,53941.png,person,tensor(0.55103)
2932,02486.png,person,tensor(0.70341)
2932,02486.png,person,tensor(0.65223)
2933,05269.png,person,tensor(0.80736)
2933,05269.png,person,tensor(0.57984)
2934,68510.png,person,tensor(0.85353)
2936,71659.png,person,tensor(0.88377)
2936,71659.png,person,tensor(0.81884)
2936,71659.png,person,tensor(0.65861)
2938,58069.png,person,tensor(0.63829)
2938,58069.png,person,tensor(0.60610)
2939,05976.png,person,tensor(0.70827)
2939,05976.png,person,tensor(0.54344)
2940,85746.png,person,tensor(0.78930)
2941,97642.png,person,tensor(0.65837)
2942,49105.png,person,tensor(0.84438)
2942,49105.png,person,tensor(0.60541)
2943,79346.png,person,tensor(0.51169)
2945,68954.png,person,tensor(0.83780)
2945,68954.png,sheep,tensor(0.76002)
2945,68954.png,sheep,tensor(0.74182)
2945,68954.png,sheep,tensor(0.73751)
2945,68954.png,sheep,tensor(0.69360)
2945,68954.png,sheep,tensor(0.64186)
2945,68954.png,person,tensor(0.59332)
2945,68954.png,person,tensor(0.54209)
2945,68954.png,sheep,tensor(0.53791)
2946,63185.png,person,tensor(0.73813)
2947,23096.png,person,tensor(0.69368)
2948,39145.png,bear,tensor(0.72379)
2949,23415.png,potted plant,tensor(0.72051)
2949,23415.png,person,tensor(0.54761)
2949,23415.png,person,tensor(0.50150)
2951,21078.png,person,tensor(0.68295)
2951,21078.png,person,tensor(0.64237)
2953,78931.png,person,tensor(0.51435)
2954,02471.png,person,tensor(0.90590)
2954,02471.png,chair,tensor(0.79703)
2954,02471.png,chair,tensor(0.78143)
2955,73596.png,bird,tensor(0.79085)
2955,73596.png,bird,tensor(0.78666)
2955,73596.png,bird,tensor(0.78314)
2955,73596.png,bird,tensor(0.56405)
2955,73596.png,horse,tensor(0.55252)
2956,74908.png,person,tensor(0.59750)
2956,74908.png,apple,tensor(0.58880)
2958,75240.png,person,tensor(0.64580)
2958,75240.png,person,tensor(0.61252)
2958,75240.png,person,tensor(0.50421)
2962,48327.png,bear,tensor(0.63622)
2963,84152.png,person,tensor(0.62504)
2964,68540.png,person,tensor(0.73220)
2965,89126.png,person,tensor(0.84805)
2965,89126.png,person,tensor(0.75253)
2965,89126.png,cup,tensor(0.68107)
2965,89126.png,cup,tensor(0.66616)
2965,89126.png,truck,tensor(0.65951)
2967,10952.png,cup,tensor(0.89188)
2967,10952.png,person,tensor(0.80413)
2967,10952.png,cup,tensor(0.69702)
2967,10952.png,keyboard,tensor(0.69622)
2967,10952.png,tv,tensor(0.64652)
2967,10952.png,chair,tensor(0.54468)
2967,10952.png,person,tensor(0.53978)
2968,48250.png,person,tensor(0.66210)
2969,47985.png,person,tensor(0.83053)
2969,47985.png,person,tensor(0.73634)
2969,47985.png,tie,tensor(0.61952)
2970,86351.png,tie,tensor(0.82825)
2970,86351.png,person,tensor(0.75634)
2970,86351.png,person,tensor(0.70262)
2970,86351.png,person,tensor(0.65521)
2970,86351.png,tie,tensor(0.64750)
2970,86351.png,person,tensor(0.55809)
2971,05436.png,person,tensor(0.74363)
2971,05436.png,person,tensor(0.65212)
2973,29761.png,remote,tensor(0.69353)
2973,29761.png,bottle,tensor(0.59528)
2974,75320.png,cup,tensor(0.59494)
2974,75320.png,cup,tensor(0.52366)
2976,75023.png,person,tensor(0.70499)
2978,92407.png,person,tensor(0.88225)
2979,61250.png,person,tensor(0.72786)
2980,21364.png,person,tensor(0.89714)
2980,21364.png,person,tensor(0.66704)
2980,21364.png,person,tensor(0.64172)
2980,21364.png,tie,tensor(0.56331)
2980,21364.png,person,tensor(0.51010)
2981,17948.png,person,tensor(0.90714)
2981,17948.png,person,tensor(0.88009)
2981,17948.png,person,tensor(0.86918)
2981,17948.png,cell phone,tensor(0.82295)
2981,17948.png,person,tensor(0.77767)
2982,78345.png,dog,tensor(0.83112)
2982,78345.png,cat,tensor(0.74467)
2983,97615.png,truck,tensor(0.57770)
2984,71486.png,person,tensor(0.83103)
2984,71486.png,person,tensor(0.73457)
2985,06348.png,person,tensor(0.58234)
2986,28391.png,person,tensor(0.92701)
2986,28391.png,vase,tensor(0.79821)
2987,93854.png,person,tensor(0.59904)
2988,54310.png,donut,tensor(0.81072)
2988,54310.png,cup,tensor(0.80757)
2988,54310.png,cup,tensor(0.77632)
2988,54310.png,cup,tensor(0.77247)
2988,54310.png,person,tensor(0.75653)
2988,54310.png,cup,tensor(0.69877)
2988,54310.png,cake,tensor(0.67788)
2988,54310.png,cake,tensor(0.67484)
2988,54310.png,cake,tensor(0.65060)
2988,54310.png,cup,tensor(0.64364)
2988,54310.png,cake,tensor(0.62165)
2988,54310.png,cake,tensor(0.57775)
2993,37182.png,person,tensor(0.77428)
2994,09384.png,person,tensor(0.74625)
2994,09384.png,tie,tensor(0.68904)
2994,09384.png,person,tensor(0.54068)
2995,48361.png,person,tensor(0.64538)
2997,31074.png,cell phone,tensor(0.79304)
2997,31074.png,person,tensor(0.66451)
2997,31074.png,bottle,tensor(0.65081)
2998,46573.png,person,tensor(0.53617)
2998,46573.png,person,tensor(0.50185)
3000,01842.png,dog,tensor(0.87008)
3002,38954.png,person,tensor(0.65677)
3003,49850.png,person,tensor(0.84102)
3004,20948.png,person,tensor(0.74241)
3004,20948.png,person,tensor(0.68377)
3004,20948.png,person,tensor(0.60205)
3004,20948.png,person,tensor(0.59545)
3004,20948.png,person,tensor(0.57564)
3005,02365.png,umbrella,tensor(0.64017)
3006,64025.png,person,tensor(0.58700)
3008,31672.png,person,tensor(0.83668)
3008,31672.png,person,tensor(0.65582)
3012,13469.png,bowl,tensor(0.84927)
3012,13469.png,dog,tensor(0.69292)
3012,13469.png,person,tensor(0.55516)
3013,54368.png,person,tensor(0.82665)
3013,54368.png,tie,tensor(0.71152)
3013,54368.png,person,tensor(0.66775)
3013,54368.png,handbag,tensor(0.51258)
3014,53820.png,person,tensor(0.84554)
3014,53820.png,person,tensor(0.84217)
3014,53820.png,person,tensor(0.84103)
3014,53820.png,person,tensor(0.67521)
3014,53820.png,person,tensor(0.64962)
3014,53820.png,person,tensor(0.60267)
3014,53820.png,person,tensor(0.59473)
3014,53820.png,person,tensor(0.57960)
3015,63741.png,person,tensor(0.89906)
3015,63741.png,person,tensor(0.88883)
3015,63741.png,person,tensor(0.87625)
3015,63741.png,person,tensor(0.86367)
3015,63741.png,person,tensor(0.84376)
3015,63741.png,person,tensor(0.80835)
3015,63741.png,person,tensor(0.75964)
3015,63741.png,person,tensor(0.67633)
3016,52974.png,person,tensor(0.88370)
3017,68903.png,dog,tensor(0.64670)
3021,16398.png,person,tensor(0.85241)
3022,48213.png,person,tensor(0.86093)
3022,48213.png,person,tensor(0.82874)
3022,48213.png,person,tensor(0.71049)
3025,07591.png,person,tensor(0.79430)
3027,74520.png,dog,tensor(0.73679)
3028,92876.png,person,tensor(0.84505)
3028,92876.png,person,tensor(0.74649)
3028,92876.png,person,tensor(0.67285)
3028,92876.png,person,tensor(0.64076)
3028,92876.png,person,tensor(0.62887)
3028,92876.png,person,tensor(0.62334)
3028,92876.png,person,tensor(0.57604)
3028,92876.png,person,tensor(0.52079)
3029,83972.png,person,tensor(0.70632)
3029,83972.png,person,tensor(0.55354)
3029,83972.png,person,tensor(0.51670)
3031,40897.png,person,tensor(0.59498)
3031,40897.png,tie,tensor(0.54443)
3031,40897.png,person,tensor(0.53590)
3031,40897.png,person,tensor(0.52219)
3032,09257.png,person,tensor(0.94911)
3032,09257.png,person,tensor(0.88354)
3033,21048.png,cow,tensor(0.89431)
3033,21048.png,cow,tensor(0.77989)
